Company,MSE,MAE,R2,MAPE
AMOT.TA,2739.191521,40.97702399,0.937716441,0.024185146
ANGL.TA,27595.74038,126.4840018,0.724861311,0.038054272
APLP.TA,30899.99732,127.007374,-1.777985328,0.297597514
AQUA.TA,143052.9855,239.1435087,-241.5277497,1.74216056
ARD.TA,6746.195026,67.50655011,0.873906198,0.013478229
ARAD.TA,150621387.1,8792.289682,-24.11370924,0.885754786
ARAN.TA,6084.736334,65.61122888,-0.477592896,0.034278419
ARBE.TA,3760.604564,48.61610514,-25.37690826,0.076145796
ARGO.TA,420745.9795,550.5681509,-0.816901342,0.0593267
ARIN.TA,625.8836134,20.7695377,-4.532516743,0.09613418
ARYT.TA,45542.97488,179.8621481,-2.191438005,0.314950296
ARF.TA,1769157.106,859.4175692,-22.40536992,0.15175191
ASHO.TA,2014286.385,1227.21082,-2.585613681,0.284790991
ASHG.TA,128548.5211,277.1351904,0.73654116,0.048927527
ASGR.TA,438.787638,16.8170434,0.896157087,0.029633954
AUDC.TA,40538.88351,148.7056875,0.563889998,0.041729989
AUGN.TA,10233.45818,76.84245548,0.664009958,0.233649679
AURA.TA,155104.0886,339.6278582,-1.984183724,0.191636369
AUSA-M.TA,8022.161064,57.84441159,-0.617334347,0.681632497
AUIS.TA,212813.9548,359.8923291,-4.445486249,4.792925996
AMX.TA,281.2170315,7.403668132,-79.31064923,0.366048389
AVER.TA,127077.404,341.9851799,-7.707240081,0.363939553
AVGD.TA,117281.0857,295.8582901,-2.085784999,0.164821949
AVGL.TA,98.53992898,9.420250435,-0.172931349,0.072038683
AVIA.TA,25988.8463,89.27577256,0.09908542,0.491521683
AVIV.TA,14024.17829,110.3809685,0.835299597,0.074638227
AVRT.TA,1069.830174,21.47167612,-0.717724226,0.501289455
AYAL.TA,76047.39741,148.8167764,0.721168778,0.054070386
AZRM.TA,30339.83199,115.0039459,0.133680196,0.057510603
AZRG.TA,1122077.63,797.384845,0.783776929,0.029248186
BCOM.TA,7676.994279,65.67002013,0.849121537,0.04745472
BKFR.TA,4446.72888,54.35829247,0.654060407,0.043700203
BRAN.TA,42779.38087,150.5685202,-0.69496918,0.112912961
BRKT.TA,51.26415939,5.682485962,0.866087778,0.034503621
BVC.TA,31.97316472,4.899072414,0.222779339,0.053931548
ORL.TA,38.32088319,5.222097691,-2.408128244,0.056715179
BHNY.TA,143144.6824,310.222954,-47.68930625,1.397525114
BSEN.TA,125658711.4,10584.41258,-7.32773345,0.404059556
BEZQ.TA,638.4290918,18.39192386,0.714777595,0.038226847
BIG.TA,2584480.504,1034.429719,0.856111734,0.022780456
BIGT.TA,546.1729409,19.61711421,-1.601029153,0.129404901
BKRY.TA,2473.697619,47.04804961,-5.260896646,0.151190754
BIOV.TA,611700.021,392.757531,-144633.5494,14.49184189
BOLT.TA,5828.519469,38.83630708,-1.170076302,1.250191595
BLRX.TA,16.40943438,2.376931722,-0.036054704,0.26322907
BIMT.TA,18.17982194,4.106558297,-6.040946068,0.177517804
BLSR.TA,19716798.58,3381.860391,-1.207572358,0.110894796
BOTI.TA,39976.81104,131.9276828,0.855074715,0.033916988
BONS.TA,1.249393452,0.855683063,0.56218871,0.071555582
BCNV-M.TA,143599747.8,8114.275039,0.10823888,21.2851192
BWAY.TA,22526.1403,116.0273755,0.681040576,0.069354257
BRAM.TA,161.5704632,6.176904818,-0.183519167,0.040235357
BRND.TA,60.65701425,5.205234683,0.878596573,0.022020792
BRIL.TA,26112.32229,135.0424373,0.801417934,0.081077931
BRMG.TA,3134.299948,41.77883737,0.888953728,0.03297119
BBLS.TA,55.10155844,5.682564402,-5.1496178,0.169014138
BLGO.TA,1846.824073,29.9810463,-0.053516301,0.03904561
CISY.TA,48059.21939,168.9871243,-0.397838012,0.12235587
CLAB.TA,52347.18474,174.5186443,-4.275336399,0.171074464
CAMT.TA,91443662.57,7742.326132,-1.121361619,0.216831426
CNTC.TA,168759.5359,270.5192197,-12.35325213,45.69033048
CPTP.TA,97.44346964,5.870806582,0.402979304,4.127476103
CRSM.TA,202041.0916,347.8723809,-1.449489326,0.15970094
CRSR.TA,107225.8266,256.8065165,0.64253917,0.068124938
CRML.TA,22917.33276,93.37376937,0.220445837,0.050713934
CRMT.TA,70412.41095,126.0319666,0.262415697,6.037891441
CAST.TA,158799.8111,334.3256558,0.85226544,0.042030425
CEL.TA,14645.19317,79.58724951,0.663754628,0.044776043
CTPL5.TA,3574113201,43504.28759,-0.78477011,4.001996341
CBI.TA,24.93545117,2.58724239,-1.262106519,0.066667323
CLIS.TA,353711.4423,366.7811706,0.629260944,0.049270404
CFX.TA,380.9573399,14.23461641,0.6320811,0.038837999
CDEV.TA,1040158.919,656.3146437,0.21443161,0.051283924
CGEN.TA,13636.22805,97.66099337,-2.872270401,0.150975486
CMDR.TA,31138728.73,3546.005955,-0.257495327,0.10633675
CNTL-M.TA,31744.02649,146.379843,-659.5106608,2.019205824
CMCT.TA,1249281.667,838.4102886,-7.58027812,6.916056862
DANH.TA,84353.86333,173.3530134,-13.23824287,0.073884984
DANE.TA,993604.3698,784.4311484,0.945292247,0.02157319
DNYA.TA,2108357.911,933.1346046,-0.000860582,0.087578507
DLEA.TA,34389.15255,167.3485475,0.592469244,0.076367087
DLEKG.TA,3314013.529,1459.538967,0.728637726,0.034289617
DLTI.TA,303729.228,493.0400023,-1.362359123,0.076146305
DELG.TA,565178.7473,622.2449981,0.719056132,0.036003519
DIMRI.TA,15044768.87,3261.50651,-1.664854329,0.096552923
DIPL.TA,26721.63775,122.36465,0.937092529,0.033349499
DIFI.TA,5862214.959,1988.096269,0.049395694,0.037220999
DSCT.TA,100675.2772,238.2761965,-1.256835915,0.105288913
DISI.TA,433.4118646,16.79897253,0.887609225,0.043459707
DNA.TA,8.11523449,2.198071767,0.943098991,0.026912028
DRAL.TA,116852.4933,296.896528,0.781392367,0.038777791
DORL.TA,5989.329739,56.03026519,0.666938799,0.042675345
DRSH.TA,11553.10155,87.73663215,-0.858161599,0.061291377
DUNI.TA,10619267,2093.842496,-0.080802907,0.082680852
ECNR.TA,20087.37129,120.5598575,0.869458789,0.058333733
ECPA-M.TA,0.359766644,0.436540999,0.610511251,0.048303438
ELAL.TA,20169.26543,112.6566745,-0.476433889,0.160397216
ESLT.TA,36996504.68,5039.375762,0.555181998,0.062132435
ELCO.TA,2870988.064,1020.582825,-0.284503175,0.077959169
ELTR.TA,27967349.95,3943.887386,0.961513388,0.023968903
ECP.TA,292271.7845,404.2956126,0.773470869,0.049232909
ELCP.TA,1490538.16,751.2845819,-91.32595206,0.376640516
ELCRE.TA,51908.92628,183.1228186,0.735697494,0.044694247
ELWS.TA,1572683.92,1098.799709,0.668717906,0.062252621
ELLO.TA,63010.60689,208.3271628,0.753086783,0.039278974
ELMR.TA,13295.19714,68.6230965,0.444536512,0.056112338
ELRN.TA,248.0317106,11.47156357,0.804903213,0.02760096
ELSPC.TA,13472.29484,79.25059025,0.164425706,0.113783497
EMCO.TA,714.4334122,20.14782467,0.773110015,0.023151296
EMDV.TA,10832.33762,69.00876028,0.710639597,0.029038422
ENDY.TA,27.3654784,3.951041741,0.97778167,0.016105663
ENOG.TA,33213.51735,153.5341281,0.200214232,0.033344358
ENRG.TA,579.3069451,19.14606358,0.79110654,0.015055475
ENLT.TA,11854.59908,88.61506368,0.470424318,0.015023764
ENLV.TA,15496.85237,121.2262226,-3.736525434,0.252631696
EPIT.TA,70950.87231,187.294408,-0.371839522,0.242943874
EQTL.TA,1634836.461,834.9306641,0.190130806,0.059356099
BCUR.TA,376.7043723,15.1691784,-17.4980435,0.593193392
ETGA.TA,16482.62809,112.7015184,0.419676129,0.079989325
EVGN.TA,434278.5799,541.3665203,-0.129904558,0.700726668
EXPO.TA,1251473.13,780.2559348,-1.012312305,0.134921035
FTAL.TA,18793356.26,3055.382114,0.348348794,0.062655506
FEAT.TA,6176.317016,61.75426025,-0.998053746,22.65893306
FIBI.TA,4087997.725,1445.887409,-1.522555308,0.08640033
FIBIH.TA,3969703.516,1417.397715,-1.017672582,0.081049156
FGAS.TA,6628.566514,70.04308909,-2.099381504,0.063580461
FLYS.TA,258.9489836,12.52377502,-6.316326302,0.232306484
FBRT.TA,537647.8774,611.9055751,0.369844808,0.045519
FRSX.TA,9.584623192,2.192896661,-0.993331404,0.209476918
FORTY.TA,409722.2122,489.6274771,0.922588841,0.01604463
FOX.TA,2613339.494,1246.662665,0.462546405,0.047718219
FRDN.TA,61265.76207,138.9479842,0.823306703,0.031498064
GOSS.TA,308.3039218,14.2648705,0.395805122,0.030538682
GCT.TA,1969.026578,34.37885812,0.931674842,0.02998613
GPGB-M.TA,5250.682922,24.13859129,0.966922895,0.366206238
GLTC.TA,95.72321643,8.121798446,-6.702605185,0.482906917
GMLA.TA,31487.7266,154.8975594,0.151687931,4.586200542
GSFI.TA,850478.9848,838.1581416,-4.506311325,0.240142763
GAGR.TA,1423.63633,35.20009756,0.612785949,0.124321469
GAON-M.TA,1033732.879,842.9422362,-0.929470195,3.457268888
GVYM.TA,16238.26481,108.7773894,0.36872321,0.03735348
GEFR.TA,42.80923305,5.529553793,0.492727198,0.089355055
GNCL.TA,589.744607,20.14474771,-28.10679169,0.371121424
GNRS.TA,20.26899648,3.008813408,0.733367769,0.04810437
GFC-M.TA,10224.26568,74.49012661,0.959256781,2.052555017
GIBUI.TA,0.006503871,0.053502858,0,0.0701217
GILT.TA,1374.395627,30.04650581,0.957378544,0.016935716
GLTL.TA,51.02573571,5.710908316,-0.132586272,0.095090246
GNGR.TA,6192.553856,70.98835022,-2.977243386,0.074417097
GIX.TA,241.989892,14.10523956,-21.29091764,0.930778721
GKL.TA,1.449056256,0.940415328,0.984034894,0.014508436
GLRS.TA,20542288.39,3214.955749,-0.91945292,0.072109499
GOLD.TA,247827.6524,350.7819804,0.86203461,0.025688087
GOHO.TA,115023.7543,287.1320702,-5.242845489,0.137434054
GOLF.TA,1355.7997,29.47531748,0.884630958,0.059652642
G107.TA,444.3305584,16.78848271,-50.61769195,0.362367862
GUID.TA,123113.8783,260.7810076,-1.326426777,17.80663201
HGG.TA,9737.832314,83.39178616,0.792075905,0.047341121
HGGE.TA,3883.645392,51.58422703,0.416544903,0.102987111
HMAM.TA,4025.934507,43.68052704,-0.236348101,1.443424381
MSBI.TA,52.84529922,5.278876576,0.301782609,0.043646688
HAMAT.TA,3375.76565,47.10939187,0.933367995,0.038372631
HARL.TA,223728.4674,306.4419501,0.301443552,0.072971396
HICN.TA,10678.84605,78.86742401,-83.90986922,0.812071915
HLAN.TA,663359.7656,568.7434896,0.465358691,0.027155673
HIPR.TA,17373.19879,103.0444247,-1.482223133,0.065330195
HRON.TA,308774604.8,7247.416159,0.277643456,0.711154724
HOD.TA,58071.51635,170.9945535,0.774646104,0.042941451
HLMS.TA,4045.158681,49.89519941,-1.055486066,0.095790087
HMGS.TA,48049.52655,183.8648529,-63.93393043,2.123035441
HUMX.TA,346.7235528,14.07657469,-3.399415403,0.362853461
ICL.TA,11844.38151,83.02691005,-0.202569618,0.051249601
ICON.TA,2327.148296,38.79322591,-4.079373755,0.087992541
IDNT.TA,11783.84697,94.04545806,-3.775360158,0.526283163
IDIN.TA,3137101.75,1399.502803,-0.85571672,0.111864961
IDMO.TA,10817.84003,91.18210879,-6.976814692,0.257256083
IES.TA,919620.6011,710.5227071,0.709532234,0.032628807
INTO.TA,33030.93476,162.8024433,-0.287065214,0.65364685
ILDR.TA,9334.931594,69.61098772,-2.539703155,0.088979045
ILX.TA,28414.33779,148.3497801,0.909634163,0.022544392
ISI.TA,2701.526323,40.56401814,0.567086733,0.028782216
IMCO.TA,411231.141,507.2799896,-5.458578535,0.160187077
IMED.TA,1806505.763,988.3640071,-949.1037565,56.12585463
INRM.TA,2934.13714,35.98869113,0.951204601,0.026618922
ININ.TA,480.3486742,19.49861939,-1.600561379,0.080004843
INCR.TA,37583.08258,128.6209064,-1.307846226,0.174953135
INTR.TA,10263547.4,2612.508691,-0.588569405,4.386108592
ISCN.TA,6487.480958,66.34768205,0.336976409,0.047172275
ILDC.TA,9812.257541,77.89749468,0.883831498,0.024718981
ISHI.TA,83591.90734,222.6330474,0.947085298,0.031963366
ISRG.TA,77.48958303,6.611947583,0.727673214,0.036882149
ISRS.TA,65742533.14,5199.133861,-0.157260635,0.062675862
ISRO.TA,194128.3146,343.2598609,0.294935896,0.043280016
ISTA.TA,210624.1271,352.9604016,0.821248092,0.044483647
JCFN.TA,18908.29137,102.1767773,-0.580032247,0.050293289
JBNK.TA,38471.73874,121.5778918,-0.084601283,0.079147283
JNGO.TA,16242.08757,98.53118439,-3.533615481,2.102930944
KDST.TA,22500.73891,104.4197234,0.708836942,0.123755307
KAFR.TA,71625.38115,215.994093,0.280103271,0.083121392
KMDA.TA,2410.139748,35.25747705,0.738537411,0.016866519
KRDI.TA,68.22028614,6.112666929,0.950419787,0.023198117
KARE.TA,2607.717766,39.62920721,-0.338897946,0.078748823
KEN.TA,171416.4789,333.3317454,0.668692957,0.033514661
KRUR.TA,53737.86012,185.1914817,0.832150351,0.028751743
KSTN.TA,270.3216536,13.38550914,0.897534159,0.024196628
KLIL.TA,925727.5225,795.9277979,0.872945322,0.037395943
KNFM.TA,34999.58095,136.2591573,-0.554763678,0.105544315
LHIS.TA,243036.2416,392.4615314,-0.393244618,1.67561956
LAHAV.TA,487.0218483,17.1901461,0.855491678,0.04470188
LSCO.TA,156.8758822,8.509498534,0.901564632,0.02697228
LUMI.TA,530546.6555,618.3017697,-2.134954324,0.162866103
LEOF.TA,532.5435703,19.85378656,0.453227411,0.084110528
LEVI.TA,4441066.869,1818.101118,0.847468536,0.062535214
LVPR.TA,58257.01692,193.8986558,0.929220808,0.030608636
LBRA.TA,73667.85285,229.2418076,-2.233379144,0.271926597
LPSN.TA,90136.4971,257.8068267,-10.79826988,0.702578149
LODZ.TA,374290.7081,269.7853688,0.19756485,7.48555481
LUDN.TA,119044.9816,264.1130341,-1.005415292,0.138294739
LUZN.TA,2937.255925,47.06624374,-3.351591037,0.181193484
LURO.TA,1820.445338,36.1239624,0.169462765,0.019627104
MGIC.TA,7359.157683,67.92271461,0.85186852,0.016407563
MLTM.TA,11986.73169,89.38284426,0.987953772,0.014463236
MSLA.TA,969.7963476,24.89243422,0.036669916,0.019029168
MSVT.TA,75560.29172,262.9812612,-112.3638726,2.083348199
MTLF.TA,300.4313336,12.87140629,0.059559671,0.035086623
MTRX.TA,66435.11645,151.3917881,0.815537879,0.018791534
MAXO.TA,6602.001098,61.60729167,0.460036952,0.05558366
MTRN.TA,533658.9187,685.0876991,-8.640064682,0.679472766
MDPR.TA,248.2037539,11.93290971,0.900104012,0.023291275
MPRS.TA,254.7100236,12.10408413,0.638451166,1.402626516
MDTR.TA,1585.980684,30.02654335,0.799857615,0.034122103
MGOR.TA,317600.5474,435.9753478,0.577730357,0.042622048
MLSR.TA,8960205.098,2123.436738,-0.556987853,0.069643203
MNIN.TA,8934.703097,73.92272255,0.754850929,0.067509426
MNIF.TA,67866.4156,214.1966787,-1.05386967,0.14390302
MNRT.TA,105.9771301,7.038347942,0.599476979,0.03752039
MMHD.TA,7111702.93,1873.727785,-1.098831393,0.148347546
CMER.TA,383225.5488,491.6536429,-1.162622418,0.236093258
MRHL.TA,190.1113439,8.405975578,0.488443253,2.666820049
MSKE.TA,1863.173293,35.04628486,-0.564700746,0.175773049
MGRT.TA,207.8526652,9.130271601,0.971157314,0.022160165
MIA.TA,14.16094073,3.567659983,-1.883028805,0.139080238
MCLL.TA,969.5306665,22.62203012,0.904947834,0.030314265
MCMN.TA,922257.9666,617.8139494,0.895741721,0.030126067
MCRNT.TA,122.9409559,8.532176196,-0.077941407,0.048577683
MGDL.TA,4840.101878,47.23424524,0.41376363,0.076752433
MIFT.TA,167135.2434,326.5314488,-1094.830923,1.68050162
MSHR.TA,288.975607,13.63435426,0.151464412,0.019502167
MVNE.TA,609.0383471,17.59533791,0.904408942,0.017914513
MISH.TA,13457253.03,3391.941184,-4.94905997,0.198966966
MZTF.TA,3384728.08,1337.926027,-1.445664102,0.087328597
MLRN.TA,3111.971089,44.97046669,0.384684394,0.069806941
MRG.TA,62398.24892,226.2624046,-0.037083551,0.297439033
MYDS.TA,250.4178831,10.04780915,-1.255681864,5.424255857
NFTA.TA,126081.8723,330.2023569,-4.929572251,0.153196699
NAWI.TA,405912.1339,464.5194062,-1.204295452,0.141765743
NYAX.TA,213995.2991,408.2489357,0.623686715,0.042003347
NVMI.TA,76391403.38,7938.760169,-0.758907908,0.110018004
NVLG.TA,68.06162478,6.666150432,0.636374993,0.042587379
NRGN.TA,913.4205524,28.54260286,0.428536111,0.092217949
NURI.TA,48711.93693,75.66622712,-2.248990808,0.111024807
ORTC.TA,11317.25639,58.39375847,0.414050876,0.068144665
ONE.TA,225353.4852,286.0609222,0.573646815,0.046689242
OPAL.TA,254.9771818,12.56330317,0.477315893,0.067572336
OPCE.TA,1787.050226,28.57072814,0.949530665,0.009972145
OPK.TA,1219.181384,23.69889567,0.125211579,0.04205193
ORAD.TA,1.021099384,0.6875698,0.93185897,0.0106843
ORMP.TA,0.02137302,0.122515645,0.743827802,0.013889449
ORBI.TA,18736.72391,79.57725538,0.747995933,0.029629794
ORIN.TA,35968.66706,120.5033806,0.117939378,0.062129787
ORA.TA,136793.6392,347.5251001,0.933783684,0.01230833
ORON.TA,125.6351978,8.331246873,0.977229754,0.009379268
OVRS.TA,137.5946521,7.412875845,0.617222131,0.020902527
PLRM.TA,1263282.832,875.1317351,-0.210987116,0.120799614
PRKM.TA,145.9874547,7.464799784,0.964909965,0.015311965
PTNR.TA,718.1433584,19.483348,0.989816537,0.0103283
PMNT.TA,270.6779561,10.59342957,0.81230051,0.036700328
PAYT.TA,28054.7624,107.4846575,0.829396292,0.015528361
PAZ.TA,15932988.51,3118.795277,0.155033949,0.074506443
PCBT.TA,18307.45574,107.5131498,0.135091754,0.158963636
PEN.TA,414.660714,14.78842327,0.379656948,0.077345777
PERI.TA,115321.0852,81.30937258,-7.576809366,0.02560444
PTX.TA,133.9490709,6.611518577,0.524790913,2.913863038
PHOE.TA,319982.949,381.1597023,-0.058002594,0.08147416
PHTM.TA,33027.41562,169.2202998,0.352391607,0.062415831
PLNT.TA,69416.90262,221.4308261,-15.3187941,7.946142533
PLSN.TA,137053.4713,277.438759,0.957275943,0.018562909
PLCR.TA,54777.21954,139.6157363,-14.20345975,0.734035421
PPIL.TA,27104.38822,94.99314956,0.548175285,14.89704486
PLAZ-L.TA,1696.551251,33.30794081,0.892844321,1.572571726
PLUR.TA,135716.7064,319.9996903,-4.460055884,0.164198777
POLI.TA,9845.211706,70.8999427,0.920686577,0.017703427
POLP.TA,3061.539571,50.96382711,0.725982781,0.043937406
PMVM.TA,11457.2578,69.4582687,-1.461014981,0.318462506
PRSK.TA,18259.60437,103.885145,0.99027835,0.010999091
PRIM.TA,1798.795814,21.246089,0.884724286,0.031438218
PRMG.TA,13149.41202,73.15883733,0.660691787,0.055348156
PRTC.TA,12996163.42,3417.092499,-0.96498492,0.204802398
PRPD.TA,271.3000793,11.86601693,0.984890893,0.005593856
PTBL.TA,1223348.654,728.8413691,0.897443193,0.030577603
PULS.TA,5695.861272,38.50426761,0.245715301,0.082450443
PPBT.TA,207.1041253,5.698275803,-11.10894286,0.639582081
QLTU.TA,5416161.231,1751.196023,-0.244492452,0.099296282
QNCO.TA,815.808717,17.76919505,0.813306738,0.043164381
QLRD.TA,471.9001539,15.62027995,0.991982644,0.004614524
RLCO.TA,77493.11341,208.0477981,0.838945141,0.054432621
RMN.TA,3255.114438,40.25206006,0.784274978,0.029792433
RMLI.TA,422582.8631,590.6434336,0.84122842,0.026921835
RANI.TA,909.5412103,23.65506498,0.654449271,0.073134385
RPAC.TA,2805.858749,44.38387784,0.862981426,0.017108349
BRIH.TA,7.849718452,2.214850283,0.949351597,0.032314026
RAVD.TA,712.975245,20.89664453,0.663646124,0.027506376
RVL.TA,2336.557822,15.20857478,-3.914050866,0.076146573
RAYG-M.TA,426.7796868,13.55750869,0.524073183,0.329948032
RZR.TA,755.8569564,23.24786247,0.882331858,0.044577225
RIT1.TA,5231.599205,61.51127183,0.870751809,0.03915116
AZRT.TA,3088.782779,37.0456125,0.362376589,0.091798847
REKA.TA,780.78756,23.52216938,0.861165377,0.016269924
RTMD-L.TA,193.4893753,12.1479286,-0.76889225,1.08498861
RTLS.TA,11023.9675,82.584989,0.963973305,0.01199065
RMON.TA,3674.795661,47.2368432,0.984082237,0.012362084
RIMO.TA,70993.57807,233.7975267,0.64431281,0.054081426
ROTS.TA,251158.4806,366.2279688,0.623830253,0.070178308
RSEL.TA,631.6690291,13.71997146,0.863307068,0.018817139
SRAC.TA,43991.35638,143.004907,0.864902689,0.040196067
SANO1.TA,267758.8915,355.256731,0.950779714,0.011348688
SPNS.TA,333824.1416,468.7231163,0.870922594,0.038098781
SRFT.TA,79562.31186,220.8503378,0.405222922,0.057535033
SARN.TA,7.685501586,2.006355921,0.076477996,0.030487405
SVRE.TA,184133.5689,400.3009759,-2647.986104,39.1202865
SVRT.TA,212203.0147,402.3326974,-99.25028989,0.972719884
SHNP.TA,3806.434434,32.95420295,0.796014715,0.024529838
SCDX.TA,10.84171998,2.026306888,0.98730833,0.00621238
SCOP.TA,18007.7446,107.3587858,0.991995308,0.009250204
SEMG.TA,3545.822333,53.97711144,-0.082211503,0.251857401
SLARL.TA,626.0594271,20.33620737,0.943959146,0.026740053
SHGR.TA,121.2394562,7.598440123,0.991276987,0.007606437
SHMM.TA,807.9368494,10.46208673,-0.251236703,1.866968952
SHAN.TA,337.9427445,10.14918934,0.684192721,0.025844154
SPEN.TA,3498.838702,51.16673695,0.964364448,0.023303551
SBEN.TA,24.78020593,4.637204354,0.826978854,0.018650745
SKBN.TA,3122.326953,46.38282814,0.920789149,0.045100501
SHOM.TA,1884.699851,30.7483692,0.773684448,0.047466732
SAE.TA,174129.4328,316.8075022,0.015832711,0.090203796
SKLN.TA,262.4178159,14.06932383,0.992438727,0.007956003
SMAG.TA,83939.24839,185.7924304,-34.49747619,0.530708149
SOFW.TA,1221.613303,21.12894554,0.878553843,0.011856906
SOLR.TA,948.4097984,24.68331065,0.974235473,0.007293571
SCC.TA,175.373388,4.740220614,-10.16545471,0.13560278
SPDV.TA,159.6765159,8.956299931,0.780584841,0.024488214
SPRG.TA,49002.44281,117.6149976,0.311358755,10.72767156
SPNTC.TA,534.8582159,16.38754575,0.501188765,0.038039723
STRG.TA,135.0255053,8.50428474,0.192703121,0.196543969
STRS.TA,95521.18068,247.7589828,0.705551869,0.038488968
STRW.TA,59453.04033,118.9775042,-3.510168437,0.031145679
SFRN.TA,465.72861,18.06705274,0.927401118,0.028881988
SMT.TA,5156.319071,60.85018038,0.97924973,0.011492569
SNFL.TA,94.01773043,7.989929956,0.8510393,0.015092248
SNCM.TA,93.65922061,6.255048578,0.084231663,0.056458581
STEC.TA,14850.88115,64.35683422,0.134147307,3.448851235
SNEL.TA,12773.86415,100.2870872,-3.258383366,0.072450696
TDRN.TA,620871.7208,616.4018514,0.870848547,0.030266765
TMRP.TA,27703.9142,141.0268101,0.38271171,0.065110119
TRA.TA,7.17366289,1.383952559,0.777213183,0.042036152
TATT.TA,2345885.785,1092.218536,-0.319895293,0.139707284
TAYA.TA,10010.12356,83.78325962,0.855180595,0.013817624
TNPV.TA,10815.12888,52.33205834,0.729697047,0.363942975
TECT.TA,172.7185101,9.640621973,0.927753171,0.022051499
TEDE.TA,45887.5139,186.8640972,-1.168126254,0.32068237
TFRLF.TA,13992.88273,100.4868003,0.568334288,0.032990487
TLSY.TA,147912.643,269.8945151,0.771132116,0.015641315
TRLT.TA,11.80163556,2.582898104,0.984283792,0.003941111
TRX.TA,195.6942323,4.236018805,0.950216785,0.011828866
TUZA.TA,0.89574819,0.792982117,0.87183624,0.02031155
TEVA.TA,227042.0909,325.1763623,-0.096536519,0.046505212
TGI.TA,47.57868749,4.75769106,0.28004035,0.026641651
ILCO.TA,971248.7104,697.4436983,0.978459582,0.008189639
TMIS.TA,49911.39554,168.3359587,-1.190506639,0.165804126
THES.TA,6563.260185,79.47273242,-0.747415238,0.163720912
TIGBUR.TA,2.975691879,1.42660555,0.552260499,0.028715318
TIGI.TA,3232.670187,48.87888814,0.141019735,0.06609397
TKUN.TA,21.20950353,3.236550465,-1.680611265,0.093246394
TTAM.TA,818.945496,24.34711097,0.688509553,0.040760692
TGTR.TA,780.5168675,19.6435108,0.717637806,0.044521591
TOEN.TA,7639.568144,71.67597596,-0.273338382,0.044056407
TNDO.TA,212.2924372,10.45575695,0.903580498,0.030608991
